date,mvrv,mvrv_minus_1,btc_price_usd,realized_price_usd
2012-09-25,1.85,0.85,11.75,6.36
2012-09-26,1.91,0.91,12.2,6.39
2012-09-27,1.91,0.91,12.22,6.41
2012-09-28,1.91,0.91,12.28,6.44
2012-09-29,1.9,0.9,12.28,6.46
2012-09-30,1.89,0.89,12.22,6.47
2012-10-01,1.87,0.87,12.14,6.48
2012-10-02,1.94,0.94,12.64,6.51
2012-10-03,1.97,0.97,12.9,6.54
2012-10-04,1.92,0.92,12.57,6.55
2012-10-05,1.91,0.91,12.5,6.56
2012-10-06,1.89,0.89,12.39,6.56
2012-10-07,1.79,0.79,11.71,6.56
2012-10-08,1.77,0.77,11.62,6.57
2012-10-09,1.82,0.82,11.99,6.58
2012-10-10,1.86,0.86,12.24,6.59
2012-10-11,1.83,0.83,12.09,6.6
2012-10-12,1.8,0.8,11.9,6.6
2012-10-13,1.8,0.8,11.85,6.6
2012-10-14,1.78,0.78,11.79,6.61
2012-10-15,1.76,0.76,11.66,6.61
2012-10-16,1.8,0.8,11.92,6.63
2012-10-17,1.79,0.79,11.88,6.65
2012-10-18,1.77,0.77,11.8,6.65
2012-10-19,1.75,0.75,11.67,6.66
2012-10-20,1.74,0.74,11.6,6.66
2012-10-21,1.7,0.7,11.32,6.67
2012-10-22,1.72,0.72,11.49,6.68
2012-10-23,1.73,0.73,11.58,6.68
2012-10-24,1.7,0.7,11.4,6.69
2012-10-25,1.58,0.58,10.55,6.67
2012-10-26,1.5,0.5,10.0,6.66
2012-10-27,1.57,0.57,10.43,6.66
2012-10-28,1.58,0.58,10.54,6.66
2012-10-29,1.62,0.62,10.8,6.67
2012-10-30,1.62,0.62,10.8,6.67
2012-10-31,1.65,0.65,11.0,6.68
2012-11-01,1.62,0.62,10.85,6.68
2012-11-02,1.6,0.6,10.67,6.68
2012-11-03,1.6,0.6,10.66,6.68
2012-11-04,1.59,0.59,10.64,6.69
2012-11-05,1.61,0.61,10.78,6.69
2012-11-06,1.6,0.6,10.74,6.7
2012-11-07,1.61,0.61,10.8,6.7
2012-11-08,1.61,0.61,10.81,6.71
2012-11-09,1.61,0.61,10.8,6.71
2012-11-10,1.61,0.61,10.81,6.71
2012-11-11,1.61,0.61,10.82,6.72
2012-11-12,1.62,0.62,10.87,6.73
2012-11-13,1.61,0.61,10.87,6.74
2012-11-14,1.63,0.63,10.97,6.75
2012-11-15,1.64,0.64,11.05,6.75
2012-11-16,1.69,0.69,11.46,6.78
2012-11-17,1.7,0.7,11.57,6.79
2012-11-18,1.69,0.69,11.51,6.8
2012-11-19,1.71,0.71,11.65,6.81
2012-11-20,1.71,0.71,11.65,6.82
2012-11-21,1.71,0.71,11.67,6.83
2012-11-22,1.73,0.73,11.88,6.85
2012-11-23,1.77,0.77,12.16,6.86
2012-11-24,1.78,0.78,12.25,6.88
2012-11-25,1.78,0.78,12.31,6.9
2012-11-26,1.77,0.77,12.2,6.91
2012-11-27,1.74,0.74,12.07,6.92
2012-11-28,1.76,0.76,12.22,6.94
2012-11-29,1.78,0.78,12.37,6.95
2012-11-30,1.79,0.79,12.43,6.96
2012-12-01,1.77,0.77,12.34,6.97
2012-12-02,1.78,0.78,12.42,6.97
2012-12-03,1.8,0.8,12.6,6.99
2012-12-04,1.79,0.79,12.59,7.03
2012-12-05,1.87,0.87,13.2,7.06
2012-12-06,1.9,0.9,13.45,7.09
2012-12-07,1.88,0.88,13.37,7.12
2012-12-08,1.88,0.88,13.36,7.12
2012-12-09,1.86,0.86,13.29,7.14
2012-12-10,1.86,0.86,13.3,7.15
2012-12-11,1.86,0.86,13.35,7.17
2012-12-12,1.88,0.88,13.49,7.19
2012-12-13,1.87,0.87,13.52,7.22
2012-12-14,1.87,0.87,13.51,7.23
2012-12-15,1.85,0.85,13.38,7.23
2012-12-16,1.83,0.83,13.27,7.24
2012-12-17,1.82,0.82,13.2,7.24
2012-12-18,1.81,0.81,13.13,7.25
2012-12-19,1.85,0.85,13.4,7.26
2012-12-20,1.83,0.83,13.35,7.28
2012-12-21,1.81,0.81,13.2,7.29
2012-12-22,1.81,0.81,13.2,7.29
2012-12-23,1.8,0.8,13.14,7.29
2012-12-24,1.81,0.81,13.23,7.29
2012-12-25,1.81,0.81,13.24,7.3
2012-12-26,1.81,0.81,13.18,7.3
2012-12-27,1.81,0.81,13.2,7.31
2012-12-28,1.8,0.8,13.18,7.31
2012-12-29,1.81,0.81,13.22,7.32
2012-12-30,1.8,0.8,13.2,7.32
2012-12-31,1.8,0.8,13.24,7.34
2013-01-01,1.8,0.8,13.22,7.35
2013-01-02,1.78,0.78,13.09,7.35
2013-01-03,1.79,0.79,13.19,7.36
2013-01-04,1.79,0.79,13.19,7.36
2013-01-05,1.78,0.78,13.15,7.37
2013-01-06,1.78,0.78,13.15,7.37
2013-01-07,1.79,0.79,13.2,7.38
2013-01-08,1.82,0.82,13.5,7.4
2013-01-09,1.83,0.83,13.58,7.41
2013-01-10,1.88,0.88,14.0,7.44
2013-01-11,1.88,0.88,14.0,7.46
2013-01-12,1.86,0.86,13.89,7.46
2013-01-13,1.83,0.83,13.64,7.46
2013-01-14,1.89,0.89,14.1,7.48
2013-01-15,1.89,0.89,14.2,7.5
2013-01-16,1.93,0.93,14.53,7.53
2013-01-17,2.03,1.03,15.36,7.58
2013-01-18,2.04,1.04,15.57,7.62
2013-01-19,2.02,1.02,15.38,7.63
2013-01-20,2.03,1.03,15.5,7.65
2013-01-21,2.15,1.15,16.52,7.7
2013-01-22,2.22,1.22,17.35,7.81
2013-01-23,2.23,1.23,17.5,7.86
2013-01-24,2.19,1.19,17.29,7.91
2013-01-25,2.2,1.2,17.49,7.95
2013-01-26,2.19,1.19,17.49,7.97
2013-01-27,2.19,1.19,17.6,8.04
2013-01-28,2.3,1.3,18.67,8.1
2013-01-29,2.35,1.35,19.35,8.22
2013-01-30,2.33,1.33,19.45,8.33
2013-01-31,2.42,1.42,20.46,8.45
2013-02-01,2.36,1.36,20.35,8.62
2013-02-02,2.29,1.29,19.82,8.64
2013-02-03,2.34,1.34,20.29,8.68
2013-02-04,2.33,1.33,20.3,8.72
2013-02-05,2.34,1.34,20.5,8.77
2013-02-06,2.37,1.37,20.91,8.82
2013-02-07,2.44,1.44,21.71,8.89
2013-02-08,2.49,1.49,22.4,8.98
2013-02-09,2.55,1.55,23.14,9.06
2013-02-10,2.6,1.6,23.7,9.11
2013-02-11,2.61,1.61,23.94,9.18
2013-02-12,2.74,1.74,25.47,9.28
2013-02-13,2.66,1.66,25.0,9.39
2013-02-14,2.87,1.87,27.4,9.54
2013-02-15,2.79,1.79,27.0,9.69
2013-02-16,2.81,1.81,27.5,9.78
2013-02-17,2.74,1.74,26.98,9.86
2013-02-18,2.71,1.71,26.92,9.93
2013-02-19,2.92,1.92,29.39,10.08
2013-02-20,2.94,1.94,30.0,10.2
2013-02-21,2.92,1.92,30.0,10.28
2013-02-22,2.93,1.93,30.4,10.39
2013-02-23,2.83,1.83,29.54,10.44
2013-02-24,2.83,1.83,29.78,10.52
2013-02-25,2.82,1.82,30.43,10.8
2013-02-26,2.85,1.85,31.1,10.91
2013-02-27,2.86,1.86,31.31,10.96
2013-02-28,2.98,1.98,33.53,11.25
2013-03-01,3.03,2.03,34.55,11.4
2013-03-02,2.98,1.98,34.16,11.47
2013-03-03,2.98,1.98,34.33,11.53
2013-03-04,3.13,2.13,36.52,11.68
2013-03-05,3.38,2.38,40.75,12.06
2013-03-06,3.38,2.38,42.32,12.51
2013-03-07,3.26,2.26,41.68,12.77
2013-03-08,3.38,2.38,43.76,12.93
2013-03-09,3.49,2.49,46.0,13.19
2013-03-10,3.4,2.4,45.29,13.31
2013-03-11,3.57,2.57,48.25,13.51
2013-03-12,3.29,2.29,44.84,13.64
2013-03-13,3.39,2.39,46.99,13.87
2013-03-14,3.35,2.35,46.95,14.03
2013-03-15,3.31,2.31,46.9,14.18
2013-03-16,3.27,2.27,46.74,14.28
2013-03-17,3.28,2.28,47.24,14.39
2013-03-18,3.44,2.44,50.35,14.62
2013-03-19,3.9,2.9,59.41,15.24
2013-03-20,4.07,3.07,64.2,15.77
2013-03-21,4.35,3.35,72.23,16.62
2013-03-22,4.08,3.08,69.9,17.13
2013-03-23,3.7,2.7,63.9,17.26
2013-03-24,3.98,2.98,70.22,17.66
2013-03-25,4.09,3.09,75.11,18.36
2013-03-26,4.23,3.23,79.81,18.87
2013-03-27,4.54,3.54,89.3,19.68
2013-03-28,4.34,3.34,88.52,20.38
2013-03-29,4.3,3.3,90.0,20.91
2013-03-30,4.26,3.26,92.11,21.6
2013-03-31,4.38,3.38,96.15,21.97
2013-04-01,4.51,3.51,104.7,23.22
2013-04-02,4.74,3.74,116.0,24.48
2013-04-03,4.94,3.94,133.78,27.1
2013-04-04,4.8,3.8,135.0,28.13
2013-04-05,4.68,3.68,141.8,30.28
2013-04-06,4.55,3.55,141.0,30.97
2013-04-07,5.11,4.11,164.97,32.26
2013-04-08,5.32,4.32,185.6,34.91
2013-04-09,5.63,4.63,229.0,40.68
2013-04-10,3.83,2.83,162.0,42.31
2013-04-11,2.12,1.12,83.4,39.39
2013-04-12,2.81,1.81,109.9,39.05
2013-04-13,2.37,1.37,91.64,38.69
2013-04-14,2.37,1.37,91.11,38.51
2013-04-15,1.96,0.96,74.0,37.79
2013-04-16,1.82,0.82,68.09,37.37
2013-04-17,2.37,1.37,89.98,37.95
2013-04-18,2.83,1.83,109.3,38.66
2013-04-19,2.99,1.99,117.71,39.37
2013-04-20,3.17,2.17,126.55,39.97
2013-04-21,2.94,1.94,118.81,40.38
2013-04-22,3.03,2.03,123.74,40.8
2013-04-23,3.3,2.3,137.29,41.64
2013-04-24,3.45,2.45,149.0,43.19
2013-04-25,3.21,2.21,141.9,44.24
2013-04-26,3.08,2.08,137.3,44.54
2013-04-27,2.87,1.87,128.8,44.88
2013-04-28,3.0,2.0,135.28,45.14
2013-04-29,3.13,2.13,143.31,45.78
2013-04-30,3.03,2.03,139.88,46.11
2013-05-01,2.55,1.55,116.75,45.79
2013-05-02,2.34,1.34,106.81,45.58
2013-05-03,2.16,1.16,98.08,45.47
2013-05-04,2.47,1.47,112.62,45.6
2013-05-05,2.55,1.55,116.57,45.8
2013-05-06,2.46,1.46,112.71,45.87
2013-05-07,2.4,1.4,110.0,45.9
2013-05-08,2.46,1.46,113.16,45.96
2013-05-09,2.43,1.43,111.96,46.02
2013-05-10,2.56,1.56,117.9,46.02
2013-05-11,2.49,1.49,115.04,46.22
2013-05-12,2.47,1.47,114.5,46.3
2013-05-13,2.5,1.5,115.99,46.4
2013-05-14,2.31,1.31,107.0,46.31
2013-05-15,2.35,1.35,108.95,46.44
2013-05-16,2.44,1.44,113.35,46.54
2013-05-17,2.5,1.5,116.73,46.66
2013-05-18,2.52,1.52,118.49,46.96
2013-05-19,2.48,1.48,116.38,47.01
2013-05-20,2.48,1.48,116.55,47.08
2013-05-21,2.49,1.49,117.5,47.16
2013-05-22,2.52,1.52,119.11,47.27
2013-05-23,2.61,1.61,123.84,47.45
2013-05-24,2.7,1.7,128.7,47.7
2013-05-25,2.67,1.67,128.97,48.31
2013-05-26,2.68,1.68,129.5,48.38
2013-05-27,2.6,1.6,126.25,48.49
2013-05-28,2.59,1.59,125.92,48.6
2013-05-29,2.67,1.67,130.35,48.88
2013-05-30,2.59,1.59,126.81,49.02
2013-05-31,2.6,1.6,127.91,49.21
2013-06-01,2.61,1.61,128.77,49.33
2013-06-02,2.49,1.49,123.0,49.44
2013-06-03,2.49,1.49,123.22,49.55
2013-06-04,2.43,1.43,120.57,49.67
2013-06-05,2.43,1.43,121.2,49.84
2013-06-06,2.37,1.37,118.78,50.13
2013-06-07,2.2,1.2,110.18,50.08
2013-06-08,2.18,1.18,109.11,50.08
2013-06-09,2.0,1.0,100.17,50.04
2013-06-10,2.08,1.08,104.22,50.03
2013-06-11,2.14,1.14,107.36,50.14
2013-06-12,2.13,1.13,106.56,50.14
2013-06-13,2.04,1.04,102.0,50.07
2013-06-14,1.98,0.98,99.01,50.03
2013-06-15,1.99,0.99,99.42,50.04
2013-06-16,1.99,0.99,99.37,50.06
2013-06-17,2.0,1.0,100.0,50.05
2013-06-18,2.09,1.09,104.5,50.09
2013-06-19,2.1,1.1,105.24,50.12
2013-06-20,2.05,1.05,102.61,50.1
2013-06-21,2.03,1.03,101.8,50.1
2013-06-22,2.0,1.0,100.0,50.11
2013-06-23,2.0,1.0,100.41,50.11
2013-06-24,1.98,0.98,99.47,50.15
2013-06-25,1.95,0.95,97.87,50.12
2013-06-26,1.97,0.97,98.77,50.16
2013-06-27,1.92,0.92,96.31,50.12
2013-06-28,1.8,0.8,89.96,50.05
2013-06-29,1.78,0.78,88.98,50.02
2013-06-30,1.79,0.79,89.53,49.99
2013-07-01,1.69,0.69,84.5,50.0
2013-07-02,1.76,0.76,88.0,50.07
2013-07-03,1.54,0.54,77.01,49.87
2013-07-04,1.59,0.59,79.4,49.81
2013-07-05,1.36,0.36,66.93,49.34
2013-07-06,1.35,0.35,66.34,49.01
2013-07-07,1.51,0.51,73.96,49.05
2013-07-08,1.52,0.52,74.4,49.05
2013-07-09,1.53,0.53,75.01,49.02
2013-07-10,1.75,0.75,86.19,49.33
2013-07-11,1.76,0.76,87.13,49.4
2013-07-12,1.82,0.82,90.17,49.56
2013-07-13,1.84,0.84,91.67,49.72
2013-07-14,1.81,0.81,90.03,49.74
2013-07-15,1.88,0.88,93.78,49.81
2013-07-16,1.84,0.84,91.55,49.77
2013-07-17,1.83,0.83,90.97,49.73
2013-07-18,1.72,0.72,85.28,49.59
2013-07-19,1.75,0.75,86.51,49.55
2013-07-20,1.72,0.72,85.04,49.52
2013-07-21,1.74,0.74,85.93,49.52
2013-07-22,1.73,0.73,85.6,49.5
2013-07-23,1.76,0.76,86.98,49.52
2013-07-24,1.78,0.78,88.42,49.56
2013-07-25,1.82,0.82,90.16,49.61
2013-07-26,1.81,0.81,89.95,49.64
2013-07-27,1.78,0.78,88.16,49.65
2013-07-28,1.86,0.86,92.71,49.72
2013-07-29,1.88,0.88,93.39,49.73
2013-07-30,1.94,0.94,96.57,49.83
2013-07-31,1.97,0.97,98.28,49.97
2013-08-01,1.93,0.93,96.62,50.01
2013-08-02,1.91,0.91,95.85,50.18
2013-08-03,1.89,0.89,95.55,50.53
2013-08-04,1.91,0.91,96.38,50.58
2013-08-05,1.93,0.93,97.81,50.69
2013-08-06,1.93,0.93,97.69,50.71
2013-08-07,1.91,0.91,97.09,50.75
2013-08-08,1.86,0.86,94.27,50.77
2013-08-09,1.82,0.82,92.27,50.77
2013-08-10,1.84,0.84,93.51,50.81
2013-08-11,1.85,0.85,94.09,50.84
2013-08-12,1.87,0.87,95.35,50.87
2013-08-13,1.92,0.92,98.15,51.15
2013-08-14,1.94,0.94,99.19,51.24
2013-08-15,1.91,0.91,98.08,51.34
2013-08-16,1.91,0.91,98.25,51.38
2013-08-17,1.94,0.94,99.71,51.46
2013-08-18,1.93,0.93,99.3,51.5
2013-08-19,1.99,0.99,102.85,51.62
2013-08-20,2.03,1.03,104.87,51.73
2013-08-21,2.13,1.13,110.43,51.9
2013-08-22,2.1,1.1,109.12,51.99
2013-08-23,2.07,1.07,107.65,52.1
2013-08-24,2.09,1.09,109.15,52.16
2013-08-25,2.16,1.16,113.12,52.26
2013-08-26,2.14,1.14,111.9,52.36
2013-08-27,2.24,1.24,117.75,52.55
2013-08-28,2.24,1.24,117.91,52.71
2013-08-29,2.24,1.24,118.5,52.9
2013-08-30,2.35,1.35,124.86,53.16
2013-08-31,2.4,1.4,128.0,53.41
2013-09-01,2.43,1.43,130.66,53.67
2013-09-02,2.42,1.42,130.15,53.89
2013-09-03,2.38,1.38,129.18,54.26
2013-09-04,2.26,1.26,122.81,54.28
2013-09-05,2.25,1.25,122.5,54.36
2013-09-06,2.16,1.16,117.67,54.39
2013-09-07,2.2,1.2,119.93,54.48
2013-09-08,2.17,1.17,118.34,54.52
2013-09-09,2.22,1.22,121.68,54.73
2013-09-10,2.23,1.23,122.07,54.83
2013-09-11,2.32,1.32,127.55,55.04
2013-09-12,2.28,1.28,126.38,55.34
2013-09-13,2.3,1.3,127.71,55.45
2013-09-14,2.24,1.24,124.49,55.66
2013-09-15,2.25,1.25,125.36,55.74
2013-09-16,2.26,1.26,126.27,55.88
2013-09-17,2.27,1.27,126.92,55.97
2013-09-18,2.26,1.26,127.0,56.1
2013-09-19,2.2,1.2,124.18,56.45
2013-09-20,2.18,1.18,122.91,56.5
2013-09-21,2.18,1.18,123.39,56.55
2013-09-22,2.17,1.17,123.27,56.68
2013-09-23,2.16,1.16,122.63,56.72
2013-09-24,2.18,1.18,123.86,56.85
2013-09-25,2.16,1.16,123.25,56.94
2013-09-26,2.19,1.19,124.84,57.03
2013-09-27,2.22,1.22,126.95,57.13
2013-09-28,2.21,1.21,126.54,57.19
2013-09-29,2.22,1.22,127.01,57.27
2013-09-30,2.2,1.2,126.25,57.38
2013-10-01,2.21,1.21,127.33,57.5
2013-10-02,1.82,0.82,103.85,57.14
2013-10-03,2.05,1.05,117.63,57.35
2013-10-04,2.12,1.12,121.94,57.46
2013-10-05,2.11,1.11,121.2,57.52
2013-10-06,2.13,1.13,122.49,57.61
2013-10-07,2.13,1.13,123.5,58.11
2013-10-08,2.13,1.13,124.13,58.19
2013-10-09,2.16,1.16,125.9,58.34
2013-10-10,2.17,1.17,126.8,58.43
2013-10-11,2.18,1.18,127.38,58.53
2013-10-12,2.18,1.18,127.98,58.64
2013-10-13,2.26,1.26,132.82,58.79
2013-10-14,2.29,1.29,135.42,59.01
2013-10-15,2.41,1.41,142.76,59.34
2013-10-16,2.3,1.3,137.56,59.7
2013-10-17,2.4,1.4,143.94,59.97
2013-10-18,2.53,1.53,152.89,60.32
2013-10-19,2.73,1.73,166.0,60.87
2013-10-20,2.72,1.72,166.59,61.19
2013-10-21,2.88,1.88,180.13,62.53
2013-10-22,2.97,1.97,189.75,63.83
2013-10-23,3.12,2.12,203.96,65.27
2013-10-24,2.95,1.95,193.87,65.82
2013-10-25,2.74,1.74,186.6,68.12
2013-10-26,2.63,1.63,179.56,68.22
2013-10-27,2.83,1.83,194.0,68.58
2013-10-28,2.85,1.85,196.62,68.89
2013-10-29,2.93,1.93,204.69,69.87
2013-10-30,2.82,1.82,197.54,70.12
2013-10-31,2.88,1.88,203.54,70.59
2013-11-01,2.85,1.85,202.15,71.02
2013-11-02,2.87,1.87,204.86,71.28
2013-11-03,2.93,1.93,210.0,71.68
2013-11-04,3.09,2.09,226.83,73.5
2013-11-05,3.24,2.24,242.9,75.08
2013-11-06,3.45,2.45,263.24,76.24
2013-11-07,3.67,2.67,291.0,79.3
2013-11-08,4.06,3.06,334.0,82.24
2013-11-09,4.05,3.05,341.24,84.26
2013-11-10,3.78,2.78,323.0,85.34
2013-11-11,3.95,2.95,343.91,87.02
2013-11-12,3.99,2.99,354.96,89.0
2013-11-13,4.28,3.28,393.5,92.0
2013-11-14,4.38,3.38,416.95,95.15
2013-11-15,4.23,3.23,412.0,97.36
2013-11-16,4.38,3.38,434.53,99.31
2013-11-17,4.67,3.67,477.38,102.24
2013-11-18,6.0,5.0,669.01,111.48
2013-11-19,4.66,3.66,536.01,115.1
2013-11-20,4.96,3.96,599.0,120.79
2013-11-21,5.69,4.69,720.0,126.47
2013-11-22,5.69,4.69,799.8,140.54
2013-11-23,5.57,4.57,829.5,148.8
2013-11-24,5.26,4.26,800.05,152.03
2013-11-25,5.16,4.16,816.93,158.4
2013-11-26,5.1,4.1,916.86,179.68
2013-11-27,5.08,4.08,963.86,189.56
2013-11-28,5.03,4.03,1012.98,201.21
2013-11-29,5.27,4.27,1132.0,215.0
2013-11-30,5.07,4.07,1119.8,220.98
2013-12-01,4.24,3.24,948.0,223.41
2013-12-02,4.55,3.55,1040.0,228.5
2013-12-03,4.52,3.52,1055.0,233.21
2013-12-04,4.71,3.71,1131.76,240.17
2013-12-05,4.23,3.23,1035.67,244.73
2013-12-06,3.32,2.32,810.01,243.94
2013-12-07,2.83,1.83,693.3,244.69
2013-12-08,3.19,2.19,784.9,246.43
2013-12-09,3.62,2.62,899.91,248.27
2013-12-10,3.9,2.9,980.0,251.15
2013-12-11,3.46,2.46,879.04,254.18
2013-12-12,3.41,2.41,871.22,255.14
2013-12-13,3.44,2.44,885.15,257.51
2013-12-14,3.33,2.33,854.99,256.86
2013-12-15,3.34,2.34,862.0,258.24
2013-12-16,2.67,1.67,688.01,257.69
2013-12-17,2.62,1.62,675.0,257.62
2013-12-18,2.03,1.03,519.75,256.25
2013-12-19,2.66,1.66,684.01,257.33
2013-12-20,2.37,1.37,608.77,256.87
2013-12-21,2.28,1.28,596.92,261.42
2013-12-22,2.39,1.39,614.11,257.47
2013-12-23,2.54,1.54,654.76,258.15
2013-12-24,2.52,1.52,653.0,259.62
2013-12-25,2.57,1.57,680.99,264.78
2013-12-26,2.81,1.81,747.83,266.13
2013-12-27,2.7,1.7,723.98,267.65
2013-12-28,2.67,1.67,715.0,267.88
2013-12-29,2.71,1.71,728.0,268.28
2013-12-30,2.74,1.74,736.5,268.45
2013-12-31,2.72,1.72,732.0,268.78
2014-01-01,2.81,1.81,754.22,268.84
2014-01-02,2.91,1.91,785.81,270.01
2014-01-03,2.98,1.98,809.4,271.6
2014-01-04,3.0,2.0,828.79,276.17
2014-01-05,3.24,2.24,903.43,278.83
2014-01-06,3.27,2.27,919.2,280.71
2014-01-07,2.8,1.8,788.47,281.15
2014-01-08,2.9,1.9,823.45,283.89
2014-01-09,2.9,1.9,826.54,284.75
2014-01-10,2.99,1.99,852.61,285.43
2014-01-11,3.11,2.11,895.0,287.84
2014-01-12,2.92,1.92,844.05,289.23
2014-01-13,2.84,1.84,823.0,289.78
2014-01-14,2.8,1.8,815.99,291.02
2014-01-15,2.87,1.87,841.14,292.91
2014-01-16,2.77,1.77,814.4,293.93
2014-01-17,2.7,1.7,794.48,294.28
2014-01-18,2.75,1.75,811.83,294.68
2014-01-19,2.85,1.85,841.13,295.52
2014-01-20,2.79,1.79,826.01,296.23
2014-01-21,2.78,1.78,824.89,296.81
2014-01-22,2.75,1.75,819.2,297.79
2014-01-23,2.72,1.72,809.69,298.15
2014-01-24,2.61,1.61,779.19,298.71
2014-01-25,2.69,1.69,806.8,299.48
2014-01-26,2.72,1.72,814.92,299.92
2014-01-27,2.5,1.5,749.34,299.95
2014-01-28,2.61,1.61,785.51,300.55
2014-01-29,2.64,1.64,794.18,301.3
2014-01-30,2.65,1.65,799.99,301.89
2014-01-31,2.66,1.66,803.0,302.26
2014-02-01,2.68,1.68,813.03,303.54
2014-02-02,2.68,1.68,815.0,303.95
2014-02-03,2.66,1.66,808.5,304.39
2014-02-04,2.64,1.64,802.99,304.59
2014-02-05,2.49,1.49,781.8,314.32
2014-02-06,2.42,1.42,763.06,314.83
2014-02-07,2.24,1.24,705.0,314.2
2014-02-08,2.15,1.15,674.0,313.85
2014-02-09,2.19,1.19,687.37,314.02
2014-02-10,2.19,1.19,687.81,314.19
2014-02-11,2.15,1.15,675.1,314.01
2014-02-12,2.08,1.08,652.72,313.62
2014-02-13,1.93,0.93,605.46,313.29
2014-02-14,2.13,1.13,669.0,313.9
2014-02-15,2.08,1.08,653.8,313.94
2014-02-16,1.97,0.97,619.01,313.84
2014-02-17,2.02,1.02,633.66,313.75
2014-02-18,2.0,1.0,627.7,313.78
2014-02-19,1.99,0.99,624.85,313.36
2014-02-20,1.8,0.8,561.86,312.86
2014-02-21,1.87,0.87,584.22,312.97
2014-02-22,1.96,0.96,612.5,313.0
2014-02-23,1.95,0.95,611.99,313.05
2014-02-24,1.72,0.72,535.0,311.11
2014-02-25,1.73,0.73,535.48,308.7
2014-02-26,1.89,0.89,585.23,309.14
2014-02-27,1.89,0.89,583.0,308.92
2014-02-28,1.78,0.78,550.1,309.34
2014-03-01,1.84,0.84,567.47,309.07
2014-03-02,1.82,0.82,561.36,308.86
2014-03-03,2.19,1.19,677.69,310.1
2014-03-04,2.17,1.17,673.28,310.3
2014-03-05,2.16,1.16,669.99,310.86
2014-03-06,2.15,1.15,669.57,311.55
2014-03-07,1.97,0.97,632.79,321.61
2014-03-08,1.93,0.93,620.11,321.84
2014-03-09,1.95,0.95,640.0,328.02
2014-03-10,1.91,0.91,629.4,328.68
2014-03-11,1.92,0.92,632.1,329.08
2014-03-12,1.93,0.93,634.95,329.82
2014-03-13,1.94,0.94,641.01,330.12
2014-03-14,1.91,0.91,630.42,329.99
2014-03-15,1.93,0.93,637.24,330.2
2014-03-16,1.92,0.92,633.04,330.35
2014-03-17,1.88,0.88,622.31,330.4
2014-03-18,1.85,0.85,612.0,330.64
2014-03-19,1.85,0.85,611.2,330.75
2014-03-20,1.77,0.77,585.6,330.44
2014-03-21,1.72,0.72,570.0,331.58
2014-03-22,1.7,0.7,565.31,331.65
2014-03-23,1.7,0.7,562.28,331.64
2014-03-24,1.76,0.76,584.98,331.88
2014-03-25,1.76,0.76,583.77,332.19
2014-03-26,1.75,0.75,581.36,332.3
2014-03-27,1.43,0.43,474.0,331.39
2014-03-28,1.51,0.51,501.17,330.95
2014-03-29,1.49,0.49,492.0,330.82
2014-03-30,1.39,0.39,460.0,330.23
2014-03-31,1.38,0.38,454.83,329.44
2014-04-01,1.45,0.45,478.98,329.29
2014-04-02,1.34,0.34,439.0,328.68
2014-04-03,1.37,0.37,451.03,328.61
2014-04-04,1.38,0.38,452.2,328.38
2014-04-05,1.42,0.42,464.8,327.31
2014-04-06,1.39,0.39,456.27,327.31
2014-04-07,1.37,0.37,447.11,327.12
2014-04-08,1.39,0.39,453.57,326.9
2014-04-09,1.35,0.35,441.69,326.92
2014-04-10,1.12,0.12,363.12,325.12
2014-04-11,1.3,0.3,423.0,324.39
2014-04-12,1.31,0.31,423.42,324.32
2014-04-13,1.28,0.28,416.3,324.26
2014-04-14,1.41,0.41,458.5,324.42
2014-04-15,1.6,0.6,521.0,324.82
2014-04-16,1.62,0.62,529.77,326.35
2014-04-17,1.53,0.53,500.09,326.63
2014-04-18,1.48,0.48,483.11,326.33
2014-04-19,1.54,0.54,503.8,326.45
2014-04-20,1.53,0.53,500.0,326.27
2014-04-21,1.52,0.52,496.74,326.3
2014-04-22,1.5,0.5,490.0,326.13
2014-04-23,1.51,0.51,492.0,326.71
2014-04-24,1.54,0.54,502.2,326.89
2014-04-25,1.43,0.43,466.52,326.58
2014-04-26,1.41,0.41,459.0,326.52
2014-04-27,1.32,0.32,430.0,326.35
2014-04-28,1.36,0.36,442.9,326.02
2014-04-29,1.37,0.37,448.0,325.89
2014-04-30,1.38,0.38,448.85,325.85
2014-05-01,1.41,0.41,460.97,325.89
2014-05-02,1.39,0.39,454.5,325.92
2014-05-03,1.35,0.35,439.85,325.79
2014-05-04,1.34,0.34,438.04,325.71
2014-05-05,1.33,0.33,433.0,325.47
2014-05-06,1.32,0.32,428.01,325.19
2014-05-07,1.35,0.35,440.0,325.09
2014-05-08,1.35,0.35,437.69,325.06
2014-05-09,1.39,0.39,452.37,325.12
2014-05-10,1.4,0.4,455.39,325.14
2014-05-11,1.35,0.35,440.0,325.09
2014-05-12,1.36,0.36,442.5,325.02
2014-05-13,1.35,0.35,439.12,324.89
2014-05-14,1.37,0.37,446.0,324.76
2014-05-15,1.37,0.37,446.0,324.73
2014-05-16,1.38,0.38,447.31,324.6
2014-05-17,1.38,0.38,449.06,324.61
2014-05-18,1.38,0.38,446.91,324.64
2014-05-19,1.38,0.38,448.34,324.58
2014-05-20,1.5,0.5,489.0,324.99
2014-05-21,1.52,0.52,493.98,325.24
2014-05-22,1.63,0.63,529.99,325.83
2014-05-23,1.61,0.61,523.77,326.07
